eur_price,rooms,surface_area,bathrooms,partition_decomandat,partition_other,comfort_other,comfort_1,comfort_lux,max_floor,first_floor,last_floor,middle_floor,bathrooms_ratio,after_2010,before_1941,between_1941_1977,between_1977_1990,between_1990_2000,between_2000_2010,not_finished,not_started,concrete_building_structure,other_building_structure,unknown_building_structure,has_balconies,has_parking_spots_or_garages,has_floor_heating,only_district_heating,building_with_video_surveillance,1_mai_area,agronomie_area,aviatiei_area,aviatorilor_area,banu_manta_area,chibrit_area,domenii_area,dristor_area,stefan_cel_mare_area,titulescu_area,turda_area
82000.0,2,45.88,1,0,1,0,1,0,11,0,0,1,0.5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
170000.0,4,90.0,1,0,1,0,1,0,10,0,0,1,0.25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145000.0,4,80.69,2,1,0,0,1,0,11,0,0,1,0.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
109900.0,3,52.0,1,0,1,0,1,0,10,0,0,1,0.3333333333333333,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
420070.0,4,178.58,4,1,0,0,1,0,12,0,0,1,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
136000.0,3,77.0,2,0,1,0,1,0,10,0,0,1,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
240000.0,4,98.0,2,1,0,0,1,0,3,1,0,0,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
69000.0,2,54.0,1,0,1,0,1,0,9,0,0,1,0.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
109900.0,3,68.0,2,0,1,0,1,0,10,0,1,0,0.6666666666666666,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
475000.0,4,147.0,3,1,0,0,1,0,13,0,0,1,0.75,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85000.0,2,54.0,1,0,1,0,1,0,8,0,0,1,0.5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
131000.0,2,82.0,2,0,1,0,1,0,9,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72000.0,2,52.27,1,1,0,0,1,0,8,0,1,0,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
132000.0,3,72.0,2,0,1,0,1,0,10,0,0,1,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
140000.0,3,68.0,1,1,0,0,1,0,7,0,0,1,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
131997.0,3,72.0,2,1,0,0,1,0,10,0,0,1,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
130000.0,3,82.0,1,1,0,0,1,0,10,0,0,1,0.3333333333333333,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
190000.0,4,110.0,2,1,0,0,1,0,8,1,0,0,0.5,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
140000.0,3,70.0,2,0,1,0,1,0,9,0,1,0,0.6666666666666666,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137000.0,3,68.0,1,0,1,0,1,0,7,0,0,1,0.3333333333333333,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
60999.0,1,30.0,1,1,0,0,1,0,10,0,0,1,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
70000.0,2,51.0,1,0,1,0,1,0,9,0,0,1,0.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
67000.0,2,47.0,1,0,1,0,1,0,8,0,0,1,0.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
99000.0,3,57.62,1,0,1,0,1,0,8,0,0,1,0.3333333333333333,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
327500.0,3,115.57,3,0,1,0,0,1,7,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97500.0,2,52.0,1,1,0,0,1,0,8,0,0,1,0.5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81000.0,2,58.0,1,1,0,0,1,0,10,0,0,1,0.5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
170000.0,4,89.9,2,0,1,0,1,0,10,0,0,1,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
569000.0,4,158.0,3,1,0,0,1,0,11,0,1,0,0.75,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
